,categoria,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,modello,sport,colori
0,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED COMMIT TR 4 - Scarpe da allenamento - black,67.99,79.99,https://www.zalando.it/under-armour-charged-commit-tr-4-unisex-scarpe-da-allenamento-black-un242a0l9-q12.html,CHARGED COMMIT TR 4,Scarpe da allenamento,black
1,Scarpini Sportivi Under Armour,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - anthracite/black/steel,118.99,139.99,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-anthraciteblacksteel-un242a0lb-q13.html,REIGN 6,Scarpe da allenamento,anthracite/black/steel
2,Scarpini Sportivi Under Armour,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - black,139.99,139.99,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-black-un242a0lb-q11.html,REIGN 6,Scarpe da allenamento,black
3,Scarpini Sportivi Under Armour,UNDER ARMOUR,COURT 96 - Scarpe da allenamento - black,69.99,99.99,https://www.zalando.it/under-armour-sport-court-96-scarpe-da-allenamento-black-un242a0mk-q11.html,COURT 96,Scarpe da allenamento,black
4,Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM 4 UNISEX - Scarpe da corsa su strada - black,130.0,130.0,https://www.zalando.it/under-armour-scarpe-da-allenamento-black-un244a028-q12.html,PHANTOM 4 UNISEX,Scarpe da corsa su strada,black
5,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED SPEED SWIFT - Scarpe da allenamento - blk noir,98.0,98.0,https://www.zalando.it/under-armour-sneakers-basse-blk-noir-un244a03e-q11.html,CHARGED SPEED SWIFT,Scarpe da allenamento,blk noir
6,Scarpini Sportivi Under Armour,UNDER ARMOUR,APPARITION - Scarpe da allenamento - white,109.99,129.99,https://www.zalando.it/under-armour-hovr-apparition-scarpe-da-allenamento-white-un241a0ej-a11.html,APPARITION,Scarpe da allenamento,white
7,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED SURGE 4 - Scarpe da allenamento - bianco,60.0,60.0,https://www.zalando.it/under-armour-sneakers-basse-bianco-un242a0pc-a11.html,CHARGED SURGE 4,Scarpe da allenamento,bianco
8,Scarpini Sportivi Under Armour,UNDER ARMOUR,APPARITION - Scarpe da allenamento - white/castlerock/ares red,90.99,129.99,https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-whitecastlerockares-red-un244a02c-a12.html,APPARITION,Scarpe da allenamento,white/castlerock/ares red
9,Scarpini Sportivi Under Armour,UNDER ARMOUR,FAT TIRE VENTURE PRO UNISEX - Scarpe da allenamento - silica green summit white/metallic silver,97.99,139.99,https://www.zalando.it/under-armour-fat-tire-venture-pro-unisex-scarpe-da-allenamento-silica-green-summit-whitemetallic-silver-un242a0m7-m11.html,FAT TIRE VENTURE PRO UNISEX,Scarpe da allenamento,silica green summit white/metallic silver
10,Scarpini Sportivi Under Armour,UNDER ARMOUR,APPARITION - Scarpe da allenamento - hydro green,96.99,129.99,https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-hydro-green-un244a02e-m11.html,APPARITION,Scarpe da allenamento,hydro green
11,Scarpini Sportivi Under Armour,UNDER ARMOUR,APPARITION - Scarpe da allenamento - black/metallic black/castlerock,129.99,129.99,https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-blackmetallic-blackcastlerock-un244a02c-q11.html,APPARITION,Scarpe da allenamento,black/metallic black/castlerock
12,Scarpini Sportivi Under Armour,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - hydro green silica green black,139.99,139.99,https://www.zalando.it/under-armour-tribase-reign-sneakers-basse-hydro-green-silica-green-black-un242a0lb-m11.html,REIGN 6,Scarpe da allenamento,hydro green silica green black
13,Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM 4 UNISEX - Scarpe da corsa su strada - anthracite,130.0,130.0,https://www.zalando.it/under-armour-phantom-4-unisex-scarpe-da-corsa-su-strada-anthracite-un244a028-c13.html,PHANTOM 4 UNISEX,Scarpe da corsa su strada,anthracite
14,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da corsa su strada - castlerock/anthracite/high vis yellow,90.0,90.0,https://www.zalando.it/under-armour-bandit-tr-3-scarpe-running-neutre-castlerockanthracitehigh-vis-yellow-un242a0lm-c11.html,CHARGED BANDIT TR 3,Scarpe da corsa su strada,castlerock/anthracite/high vis yellow
15,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED COMMIT TR 4 - Scarpe da allenamento - anthracite/steel/ether blue,72.49,84.99,https://www.zalando.it/under-armour-charged-commit-tr-4-scarpe-da-allenamento-anthracitesteelether-blue-un242a0l9-q13.html,CHARGED COMMIT TR 4,Scarpe da allenamento,anthracite/steel/ether blue
16,Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - black,100.0,100.0,https://www.zalando.it/under-armour-infinite-scarpe-running-neutre-black-un242a0mg-q14.html,INFINITE,Scarpe da corsa su strada,black
17,Scarpini Sportivi Under Armour,UNDER ARMOUR,JET '23 - Scarpe da basket - black,67.99,84.99,https://www.zalando.it/under-armour-scarpe-da-basket-black-un242a0lg-q12.html,JET '23,Scarpe da basket,black
18,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED EDGE FITNESS - Scarpe da allenamento - blk gry noir,65.0,65.0,https://www.zalando.it/under-armour-sneakers-basse-blk-gry-noir-un215p008-q11.html,CHARGED EDGE FITNESS,Scarpe da allenamento,blk gry noir
19,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da corsa su strada - downpour gray/harbor blue/hyper green,89.99,89.99,https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-running-neutre-downpour-grayharbor-bluehyper-green-un242a0lm-c12.html,CHARGED BANDIT TR 3,Scarpe da corsa su strada,downpour gray/harbor blue/hyper green
20,Scarpini Sportivi Under Armour,UNDER ARMOUR,FAT TIRE VENTURE PRO UNISEX - Scarpe da allenamento - timberwolf taupe/federal tan/metallic silver,97.99,139.99,https://www.zalando.it/under-armour-fat-tire-venture-pro-unisex-scarpe-da-allenamento-timberwolf-taupefederal-tanmetallic-silver-un244a02z-b11.html,FAT TIRE VENTURE PRO UNISEX,Scarpe da allenamento,timberwolf taupe/federal tan/metallic silver
21,Scarpini Sportivi Under Armour,UNDER ARMOUR,VELOCITI 4 - Scarpe da corsa su strada - silica green,130.0,130.0,https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-silica-green-un242a0o5-m11.html,VELOCITI 4,Scarpe da corsa su strada,silica green
22,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED ROGUE - Scarpe da corsa su strada - schwarzweiss,109.99,109.99,https://www.zalando.it/under-armour-sneakers-basse-schwarzweiss-un212o005-q12.html,CHARGED ROGUE,Scarpe da corsa su strada,schwarzweiss
23,Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - black/ares red,99.99,99.99,https://www.zalando.it/under-armour-infinite-scarpe-running-neutre-blackares-red-un242a0mg-q12.html,INFINITE,Scarpe da corsa su strada,black/ares red
24,Scarpini Sportivi Under Armour,UNDER ARMOUR,TECHNICAL PERFORMA HOVR SONIC - Scarpe da corsa su strada - black,146.0,146.0,https://www.zalando.it/under-armour-technical-performa-hovr-sonic-scarpe-da-corsa-stabili-black-un242a0ko-q14.html,TECHNICAL PERFORMA HOVR SONIC,Scarpe da corsa su strada,black
25,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED ROGUE 5 - Scarpe da corsa su strada - black,85.0,85.0,https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-black-un242a0ov-q11.html,CHARGED ROGUE 5,Scarpe da corsa su strada,black
26,Scarpini Sportivi Under Armour,UNDER ARMOUR,TURBULENCE 2 RS - Scarpe da corsa su strada - black,100.0,100.0,https://www.zalando.it/under-armour-technical-performa-hovr-turbulence-scarpe-da-corsa-stabili-black-un242a0ns-q11.html,TURBULENCE 2 RS,Scarpe da corsa su strada,black
27,Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da corsa su strada - white/hyper green/black,129.99,129.99,https://www.zalando.it/under-armour-infinite-pro-2-scarpe-running-neutre-whitehyper-greenblack-un242a0nd-a12.html,INFINITE PRO 2,Scarpe da corsa su strada,white/hyper green/black
28,Scarpini Sportivi Under Armour,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - white/distant gray/black,139.99,139.99,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-whitedistant-grayblack-un242a0lb-a11.html,REIGN 6,Scarpe da allenamento,white/distant gray/black
29,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - black/castlerock/white,99.99,99.99,https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-da-trail-running-blackcastlerockwhite-un242a0mi-q12.html,CHARGED BANDIT TR 3,Scarpe da trail running,black/castlerock/white
30,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED PURSUIT 4 - Scarpe da corsa su strada - black/white,69.99,69.99,https://www.zalando.it/under-armour-charged-pursuit-4-scarpe-da-corsa-su-strada-blackwhite-un242a0nb-q11.html,CHARGED PURSUIT 4,Scarpe da corsa su strada,black/white
31,Scarpini Sportivi Under Armour,UNDER ARMOUR,FUTR X ELITE - Scarpe da basket - andromeda purple,150.0,150.0,https://www.zalando.it/under-armour-sneakers-alte-andromeda-purple-un244a03j-i11.html,FUTR X ELITE,Scarpe da basket,andromeda purple
32,Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKER V - Ciabatte da mare - gray dawn,29.0,29.0,https://www.zalando.it/under-armour-locker-ciabatte-da-mare-gray-dawn-un212g004-c12.html,LOCKER V,Ciabatte da mare,gray dawn
33,Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE MVMNT SE - Scarpe da allenamento - black,130.0,130.0,https://www.zalando.it/under-armour-infinite-se-scarpe-da-allenamento-black-un244a030-q11.html,INFINITE MVMNT SE,Scarpe da allenamento,black
34,Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM 4 UNISEX - Scarpe da corsa su strada - white/halo gray,129.99,129.99,https://www.zalando.it/under-armour-phantom-4-unisex-scarpe-da-allenamento-whitehalo-gray-un244a028-c11.html,PHANTOM 4 UNISEX,Scarpe da corsa su strada,white/halo gray
35,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da corsa su strada - black/orange blast,89.99,89.99,https://www.zalando.it/under-armour-bandit-3-scarpe-running-neutre-blackorange-blast-un242a0lm-q11.html,CHARGED BANDIT TR 3,Scarpe da corsa su strada,black/orange blast
36,Scarpini Sportivi Under Armour,UNDER ARMOUR,APPARITION - Scarpe da allenamento - steel  ivory dune  metallic silver,129.99,129.99,https://www.zalando.it/under-armour-hovr-apparition-rtrftr-scarpe-da-allenamento-steel-ivory-dune-metallic-silver-un241a0ej-c11.html,APPARITION,Scarpe da allenamento,steel  ivory dune  metallic silver
37,Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM 4 UNISEX - Scarpe da corsa su strada - black,103.99,129.99,https://www.zalando.it/under-armour-phantom-4-unisex-scarpe-da-allenamento-black-un244a028-q11.html,PHANTOM 4 UNISEX,Scarpe da corsa su strada,black
38,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED PURSUIT 4 - Scarpe da corsa su strada - castlerock/anthracite/blaze orange,69.99,69.99,https://www.zalando.it/under-armour-ua-charged-pursuit-4-scarpe-da-corsa-su-strada-castlerockanthraciteblaze-orange-un242a0nb-c11.html,CHARGED PURSUIT 4,Scarpe da corsa su strada,castlerock/anthracite/blaze orange
39,Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM 4 UNISEX - Scarpe da corsa su strada - khaki base/white quartz/black,129.99,129.99,https://www.zalando.it/under-armour-phantom-4-unisex-scarpe-da-corsa-su-strada-khaki-basewhite-quartzblack-un244a028-n11.html,PHANTOM 4 UNISEX,Scarpe da corsa su strada,khaki base/white quartz/black
40,Scarpini Sportivi Under Armour,UNDER ARMOUR,VALSETZ - Scarpa da hiking - black,145.0,145.0,https://www.zalando.it/under-armour-scarpa-da-hiking-black-un242a0mz-q11.html,VALSETZ,Scarpa da hiking,black
41,Scarpini Sportivi Under Armour,UNDER ARMOUR,PROJECT ROCK - Scarpe da allenamento - baroque green/hyper green/black,159.99,159.99,https://www.zalando.it/under-armour-project-rock-scarpe-da-allenamento-baroque-greenhyper-greenblack-un242a0mj-q14.html,PROJECT ROCK,Scarpe da allenamento,baroque green/hyper green/black
42,Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - castlerock/steel/hyper green,99.99,99.99,https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-da-trail-running-castlerocksteelhyper-green-un242a0mi-c12.html,CHARGED BANDIT TR 3,Scarpe da trail running,castlerock/steel/hyper green
43,Scarpini Sportivi Under Armour,UNDER ARMOUR,REIGN LIFTER UNISEX - Scarpe da allenamento - black/white,199.99,199.99,https://www.zalando.it/under-armour-reign-lifter-unisex-scarpe-da-allenamento-blackwhite-un244a02f-q11.html,REIGN LIFTER UNISEX,Scarpe da allenamento,black/white
44,Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE MVMNT SE - Scarpe da allenamento - white/metallic silver,90.99,129.99,https://www.zalando.it/under-armour-infinite-se-unisex-scarpe-da-allenamento-whitemetallic-silver-un244a030-a11.html,INFINITE MVMNT SE,Scarpe da allenamento,white/metallic silver
45,Scarpini Sportivi Under Armour,UNDER ARMOUR,695 - Scarponi da montagna - black,130.0,130.0,https://www.zalando.it/under-armour-scarponi-da-montagna-black-un244a031-q11.html,695,Scarponi da montagna,black
46,Scarpini Sportivi Under Armour,UNDER ARMOUR,DYNAMIC 2 - Scarpe da allenamento - white,99.99,99.99,https://www.zalando.it/under-armour-dynamic-2-scarpe-da-allenamento-white-un242a0np-a11.html,DYNAMIC 2,Scarpe da allenamento,white
47,Scarpini Sportivi Under Armour,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - ivory dune,140.0,140.0,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-ivory-dune-un242a0lb-b11.html,REIGN 6,Scarpe da allenamento,ivory dune
