,categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,modello,sport,colori
6957,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,CHARGED ROGUE - Scarpe da corsa su strada - schwarzweiss,109.99,109.99,https://www.zalando.it/under-armour-sneakers-basse-schwarzweiss-un212o005-q12.html?size=41,CHARGED ROGUE,scarpe da corsa su strada,schwarzweiss
6958,Scarpe Sportive,41.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - white/dark myrtle/black,64.99,64.99,https://www.zalando.it/puma-caven-20-unisex-sneakers-basse-whitedark-myrtleblack-pu115o0nn-a29.html?size=41,CAVEN 2.0 UNISEX,scarpe da basket,white/dark myrtle/black
6959,Scarpe Sportive,41.0,uomo,PUMA,ALL-PRO NITRO BASKETBALL - Scarpe da basket - white for all time red,104.0,130.0,https://www.zalando.it/puma-scarpe-da-basket-white-for-all-time-red-pu144a0d3-a11.html?size=41,ALL pro nitro basketball,Scarpe da basket,white for all time red
6960,Scarpe Sportive,41.0,uomo,PUMA,ULTRA 5 PLAY IT - Scarpe da calcetto - black/white,33.19,54.99,https://www.zalando.it/puma-ultra-5-play-it-scarpe-da-calcetto-blackwhite-pu142a1t0-q11.html?size=41,ULTRA 5 PLAY IT,scarpe da calcetto,black/white
6961,Scarpe Sportive,41.0,uomo,PUMA,PWR HYBRID TR UNISEX - Scarpe da allenamento - galactic gray/black/green glare,63.95,80.0,https://www.zalando.it/puma-pwr-hybrid-unisex-scarpe-da-allenamento-galactic-grayblackgreen-glare-pu144a0cq-c11.html?size=41,PWR HYBRID TR UNISEX,scarpe da allenamento,galactic gray/black/green glare
6962,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - white,160.0,160.0,https://www.zalando.it/under-armour-infinite-elite-scarpe-da-corsa-su-strada-white-un242a0n9-a11.html?size=41,INFINITE ELITE 2,scarpe da corsa su strada,white
6963,Scarpe Sportive,41.0,uomo,PUMA,SOFTRIDE ENZO 5  - Scarpe da allenamento - loden green yellow alert,44.95,75.0,https://www.zalando.it/puma-softride-enzo-5-scarpe-da-allenamento-loden-green-yellow-alert-pu144a0cn-m11.html?size=41,SOFTRIDE ENZO 5,scarpe da allenamento,loden green yellow alert
6964,Scarpe Sportive,41.0,uomo,MIZUNO,MORELIA NEO IV PRO MIX - Scarpe da calcetto con tacchetti - white/neon green/cool gray 3c,125.99,139.99,https://www.zalando.it/mizuno-morelia-neo-iv-pro-mix-scarpe-da-calcetto-con-tacchetti-whiteneon-greencool-gray-3c-m2742a0jq-a11.html?size=41,MORELIA NEO IV PRO MIX,scarpe da calcetto con tacchetti,white/neon green/cool gray 3c
6965,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 8 MATCH - Scarpe da calcetto con tacchetti - black/white/glowing red,56.99,94.99,https://www.zalando.it/puma-future-8-match-tt-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1w6-q11.html?size=41,FUTURE 8 MATCH,scarpe da calcetto con tacchetti,black/white/glowing red
6966,Scarpe Sportive,41.0,uomo,PUMA,ELECTRIFY NITRO - Scarpe da corsa su strada - puma white pure magenta yellow alert,99.99,99.99,https://www.zalando.it/puma-electrify-nitro-scarpe-da-corsa-su-strada-puma-white-pure-magenta-yellow-alert-pu142a1yx-a11.html?size=41,ELECTRIFY NITRO,scarpe da corsa su strada,puma white pure magenta yellow alert
6967,Scarpe Sportive,41.0,uomo,MIZUNO,MIZUNO ALPHA II ELITE UNISEX - Scarpe da calcetto con tacchetti - white/black iridescent/black,179.0,179.0,https://www.zalando.it/mizuno-mizuno-alpha-ii-elite-unisex-scarpe-da-calcetto-con-tacchetti-whiteblack-iridescentblack-m2742a0js-a11.html?size=41,MIZUNO ALPHA II ELITE UNISEX,scarpe da calcetto con tacchetti,white/black iridescent/black
6968,Scarpe Sportive,41.0,uomo,PUMA,ALL-PRO NITRO CDMX - Scarpe da basket - aquatic/sparkling green,118.99,139.99,https://www.zalando.it/puma-all-pro-nitro-cdmx-scarpe-da-basket-aquaticsparkling-green-pu142a1vv-k11.html?size=41,ALL pro nitro cdmx,Scarpe da basket,aquatic/sparkling green
6969,Scarpe Sportive,41.0,uomo,MIZUNO,MIZUNO Α II PRO - Scarpe da calcetto con tacchetti - white/silver iridiscent/black,155.0,155.0,https://www.zalando.it/mizuno-mizuno-ii-pro-unisex-scarpe-da-calcetto-con-tacchetti-whitesilver-iridiscentblack-m2742a0jw-a11.html?size=41,MIZUNO Α II PRO,scarpe da calcetto con tacchetti,white/silver iridiscent/black
6970,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - electric blue/anthracite/stream,159.99,159.99,https://www.zalando.it/under-armour-infinite-elite-2-scarpe-running-neutre-electric-blueanthracitestream-un242a0n9-k11.html?size=41,INFINITE ELITE 2,scarpe da corsa su strada,electric blue/anthracite/stream
6971,Scarpe Sportive,41.0,uomo,MIZUNO,THUNDER BLADE Z MID - Scarpe da pallavolo - white/bellwether blue/bel air blue,75.99,89.99,https://www.zalando.it/mizuno-thunder-blade-z-mid-scarpe-da-pallavolo-whitebellwether-bluebel-air-blue-m2742a0gr-a14.html?size=41,THUNDER BLADE Z MID,scarpe da pallavolo,white/bellwether blue/bel air blue
6972,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 8 PRO MG - Scarpe da calcetto con tacchetti - black/white/glowing red,83.99,139.99,https://www.zalando.it/puma-future-8-pro-mg-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1x0-q11.html?size=41,FUTURE 8 PRO MG,scarpe da calcetto con tacchetti,black/white/glowing red
6973,Scarpe Sportive,41.0,uomo,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - black pure magenta,103.95,130.0,https://www.zalando.it/puma-nitro-2-scarpe-da-corsa-su-strada-black-pure-magenta-pu144a0c2-q13.html?size=41,PWR NITRO SQD2,scarpe da corsa su strada,black pure magenta
6974,Scarpe Sportive,41.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - white/peaceful blue/cool light gray,57.99,64.99,https://www.zalando.it/puma-caven-20-unisex-sneakers-basse-whitepeaceful-bluecool-light-gray-pu115o0nn-a25.html?size=41,CAVEN 2.0 UNISEX,scarpe da basket,white/peaceful blue/cool light gray
6975,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,LOCKDOWN 7 LOW - Scarpe da basket - white/metallic silver,74.99,74.99,https://www.zalando.it/under-armour-lockdown-7-low-scarpe-da-basket-whitemetallic-silver-un242a0mn-a12.html?size=41,LOCKDOWN 7 LOW,scarpe da basket,white/metallic silver
6976,Scarpe Sportive,41.0,uomo,MIZUNO,MORELIA II PRO RUN ON - Scarpe da calcetto con tacchetti - black/galaxy silver/dark shadow,106.0,120.0,https://www.zalando.it/mizuno-morelia-ii-pro-run-on-scarpe-da-calcetto-con-tacchetti-blackgalaxy-silverdark-shadow-m2742a0it-q11.html?size=41,MORELIA II PRO RUN ON,scarpe da calcetto con tacchetti,black/galaxy silver/dark shadow
6977,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE INSPIRE 21 - Scarpe da corsa su strada - dark blue/white,159.99,159.99,https://www.zalando.it/mizuno-wave-inspire-21-scarpe-da-corsa-su-strada-dark-bluewhite-m2742a0l1-k11.html?size=41,WAVE INSPIRE 21,scarpe da corsa su strada,dark blue/white
6978,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,MAGNETICO SELECT 4 INDOOR - Scarpe da calcetto - ares red/black,67.99,79.99,https://www.zalando.it/under-armour-magnetico-select-4-indoor-scarpe-da-calcetto-ares-redblack-un242a0ms-g12.html?size=41,MAGNETICO SELECT 4 INDOOR,scarpe da calcetto,ares red/black
6979,Scarpe Sportive,41.0,uomo,MIZUNO,MONARCIDA NEO SELECT - Scarpe da calcetto con tacchetti - white/neon green,41.99,69.99,https://www.zalando.it/mizuno-monarcida-neo-iii-select-scarpe-da-calcetto-con-tacchetti-whiteneon-green-m2742a0jl-a11.html?size=41,MONARCIDA NEO SELECT,scarpe da calcetto con tacchetti,white/neon green
6980,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE MIRAGE 5 - Scarpe da pallamano - white/bellwether blue/bel air blue,143.99,159.99,https://www.zalando.it/mizuno-wave-mirage-5-scarpe-da-pallamano-whitebellwether-bluebel-air-blue-m2742a0hn-a14.html?size=41,WAVE MIRAGE 5,scarpe da pallamano,white/bellwether blue/bel air blue
6981,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE LIGHTNING NEO 3 - Scarpe da pallavolo - mint/black/blue,161.99,179.99,https://www.zalando.it/mizuno-wave-lightning-neo-3-scarpe-da-pallavolo-mintblackblue-m2744a00n-m11.html?size=41,WAVE LIGHTNING NEO 3,scarpe da pallavolo,mint/black/blue
6982,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,REIGN 6 - Scarpe da allenamento - ivory dune,140.0,140.0,https://www.zalando.it/under-armour-tribase-reign-6-scarpe-da-allenamento-ivory-dune-un242a0lb-b11.html?size=41,REIGN 6,scarpe da allenamento,ivory dune
6983,Scarpe Sportive,41.0,uomo,JOMA,MAXIMA - Scarpe da calcetto con tacchetti - black,39.99,39.99,https://www.zalando.it/joma-maxima-sneakers-basse-black-j3342a0kr-q11.html?size=41,MAXIMA,scarpe da calcetto con tacchetti,black
6984,Scarpe Sportive,41.0,uomo,PUMA,Scarpe da corsa su strada - flat dark gray- black,130.0,130.0,https://www.zalando.it/puma-scarpe-da-corsa-su-strada-flat-dark-gray-black-pu142a1xx-c12.html?size=41,Scarpe da corsa su strada,flat dark gray,black
6985,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 8 PRO  - Scarpe da calcetto con tacchetti - black/white/glowing red,83.99,139.99,https://www.zalando.it/puma-future-8-pro-fgag-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1wt-q11.html?size=41,FUTURE 8 PRO,scarpe da calcetto con tacchetti,black/white/glowing red
6986,Scarpe Sportive,41.0,uomo,PUMA,FOREVERRUN NITRO - Scarpe da trail running - cool weather yellow alert,159.95,159.95,https://www.zalando.it/puma-scarpe-da-trail-running-cool-weather-yellow-alert-pu142a23j-k11.html?size=41,FOREVERRUN NITRO,scarpe da trail running,cool weather yellow alert
6987,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 8 MATCH MXSG - Scarpe da calcio con tacchetti - black/white/glowing red,56.99,94.99,https://www.zalando.it/puma-future-8-match-mxsg-scarpe-da-calcio-con-tacchetti-blackwhiteglowing-red-pu142a1w7-q12.html?size=41,FUTURE 8 MATCH MXSG,scarpe da calcio con tacchetti,black/white/glowing red
6988,Scarpe Sportive,41.0,uomo,JOMA,IMPULSE - Scarpe da pallavolo - white/blue,94.99,94.99,https://www.zalando.it/joma-impulse-scarpe-da-pallavolo-whiteblue-j3342a0l8-a11.html?size=41,IMPULSE,scarpe da pallavolo,white/blue
6989,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE ULTIMA 16 - Scarpe da corsa su strada - blue/light red,139.99,139.99,https://www.zalando.it/mizuno-wave-ultima-16-scarpe-da-corsa-su-strada-bluelight-red-m2742a0l3-k12.html?size=41,WAVE ULTIMA 16,scarpe da corsa su strada,blue/light red
6990,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,CURRY - Scarpe da basket - white l,150.0,150.0,https://www.zalando.it/under-armour-sneakers-basse-white-l-un215o006-a11.html?size=41,CURRY,scarpe da basket,white l
6991,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE EXCEED TOUR 6 CLAY - da tennis per terra battuta - bellwether blue/white/fjord blue,119.99,149.99,https://www.zalando.it/mizuno-wave-exceed-tour-6-clay-da-tennis-per-terra-battuta-bellwether-bluewhitefjord-blue-m2742a0jg-k12.html?size=41,WAVE EXCEED TOUR 6 CLAY,da tennis per terra battuta,bellwether blue/white/fjord blue
6992,Scarpe Sportive,41.0,uomo,PUMA,EASY RIDER MIX - Scarpe da camminata - white clyde royal,99.99,99.99,https://www.zalando.it/puma-easy-rider-unisex-sneakers-basse-white-clyde-royal-pu115o0tz-a15.html?size=41,EASY RIDER MIX,scarpe da camminata,white clyde royal
6993,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - downpour gray/black/white,99.99,99.99,https://www.zalando.it/under-armour-infinite-scarpe-da-corsa-su-strada-downpour-grayblackwhite-un242a0mg-q13.html?size=41,INFINITE,scarpe da corsa su strada,downpour gray/black/white
6994,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da corsa su strada - white/electric blue/anthracite,129.99,129.99,https://www.zalando.it/under-armour-infinite-pro-2-scarpe-running-neutre-whiteelectric-blueanthracite-un242a0nd-a11.html?size=41,INFINITE PRO 2,scarpe da corsa su strada,white/electric blue/anthracite
6995,Scarpe Sportive,41.0,uomo,PUMA,RETALIATE 3 - Scarpe da corsa su strada - black white,60.0,60.0,https://www.zalando.it/puma-sneakers-basse-black-white-pu115o0wk-q11.html?size=41,RETALIATE 3,scarpe da corsa su strada,black white
6996,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da corsa su strada - castlerock/anthracite/high vis yellow,90.0,90.0,https://www.zalando.it/under-armour-bandit-tr-3-scarpe-running-neutre-castlerockanthracitehigh-vis-yellow-un242a0lm-c11.html?size=41,CHARGED BANDIT TR 3,scarpe da corsa su strada,castlerock/anthracite/high vis yellow
6997,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 8 PLAY - Scarpe da calcetto con tacchetti - black/silver/fluo green,35.99,59.99,https://www.zalando.it/puma-future-8-play-fgag-scarpe-da-calcetto-con-tacchetti-blacksilverfluo-green-pu142a1wm-q11.html?size=41,FUTURE 8 PLAY,scarpe da calcetto con tacchetti,black/silver/fluo green
6998,Scarpe Sportive,41.0,uomo,PUMA,SOLARFLASH III - Scarpe da pallamano - black/fizzy apple,58.99,69.99,https://www.zalando.it/puma-solarflash-iii-scarpe-da-pallamano-blackfizzy-apple-pu142a1ss-q11.html?size=41,SOLARFLASH III,scarpe da pallamano,black/fizzy apple
6999,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE RIDER 28 - Scarpe da corsa su strada - vintage indigo/neo mint/frontier blue,159.99,159.99,https://www.zalando.it/mizuno-wave-rider-28-scarpe-da-corsa-su-strada-vintage-indigoneo-mintfrontier-blue-m2742a0ja-k12.html?size=41,WAVE RIDER 28,scarpe da corsa su strada,vintage indigo/neo mint/frontier blue
7000,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,CURRY CHAMPION MINDSET - Scarpe da basket - lemon ice,149.0,170.0,https://www.zalando.it/under-armour-scarpe-da-basket-lemon-ice-un244a02g-m11.html?size=41,CURRY CHAMPION MINDSET,scarpe da basket,lemon ice
7001,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 7 ULTIMATE LOW FG/AG - Scarpe da calcetto con tacchetti - gray skies/white/fizzy apple,193.16,229.95,https://www.zalando.it/puma-future-7-ultimate-low-fgag-scarpe-da-calcetto-con-tacchetti-gray-skieswhitefizzy-apple-pu142a1ud-k12.html?size=41,FUTURE 7 ULTIMATE LOW FG/AG,scarpe da calcetto con tacchetti,gray skies/white/fizzy apple
7002,Scarpe Sportive,41.0,uomo,JOMA,AGUILA - Scarpe da calcetto con tacchetti - black,35.89,41.99,https://www.zalando.it/joma-aguila-scarpe-da-calcetto-con-tacchetti-black-j3342a0m6-q12.html?size=41,AGUILA,scarpe da calcetto con tacchetti,black
7003,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,PHANTOM 4 UNISEX - Scarpe da corsa su strada - khaki base/white quartz/black,129.99,129.99,https://www.zalando.it/under-armour-phantom-4-unisex-scarpe-da-corsa-su-strada-khaki-basewhite-quartzblack-un244a028-n11.html?size=41,PHANTOM 4 UNISEX,scarpe da corsa su strada,khaki base/white quartz/black
7004,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - mod gray,100.0,100.0,https://www.zalando.it/under-armour-infinite-scarpe-da-corsa-su-strada-mod-gray-un242a0mg-c11.html?size=41,INFINITE,scarpe da corsa su strada,mod gray
7005,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE MOMENTUM 3 MID - Scarpe da pallavolo - white/blue,161.99,179.99,https://www.zalando.it/mizuno-wave-momentum-3-mid-scarpe-da-pallavolo-whiteblue-m2742a0gp-a13.html?size=41,WAVE MOMENTUM 3 MID,scarpe da pallavolo,white/blue
7006,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,LOCKDOWN 7 LOW - Scarpe da basket - red,75.0,75.0,https://www.zalando.it/under-armour-scarpe-da-basket-red-600-un244a034-g11.html?size=41,LOCKDOWN 7 LOW,scarpe da basket,red
7007,Scarpe Sportive,41.0,uomo,JOMA,REGATE REBOUND - Scarpe da calcetto con tacchetti - white,84.99,84.99,https://www.zalando.it/joma-regate-rebound-scarpe-da-calcetto-con-tacchetti-white-j3342a0l2-a11.html?size=41,REGATE REBOUND,scarpe da calcetto con tacchetti,white
7008,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 8 ULTIMATE - Scarpe da calcetto con tacchetti - black/white/glowing red,179.95,229.95,https://www.zalando.it/puma-future-8-ultimate-fg-scarpe-da-calcetto-con-tacchetti-blackwhiteglowing-red-pu142a1w1-q11.html?size=41,FUTURE 8 ULTIMATE,scarpe da calcetto con tacchetti,black/white/glowing red
7009,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE ENFORCE TOUR 2 - Scarpe da padel - salute/hibiscus/peacock blue,143.99,159.99,https://www.zalando.it/mizuno-wave-enforce-tour-2-scarpe-da-padel-salutehibiscuspeacock-blue-m2742a0le-q11.html?size=41,WAVE ENFORCE TOUR 2,scarpe da padel,salute/hibiscus/peacock blue
7010,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE DRIVE NEO 3 - Scarpe da pallavolo - white/black/racing yellow,119.99,149.99,https://www.zalando.it/mizuno-wave-drive-neo-3-scarpe-da-pallavolo-whiteblackracing-yellow-m2742a0ha-a11.html?size=41,WAVE DRIVE NEO 3,scarpe da pallavolo,white/black/racing yellow
7011,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE EXCEED TOUR 6 ALLCOURT - Scarpe da tennis per tutte le superfici - white/india ink/neo mint,126.99,149.99,https://www.zalando.it/mizuno-wave-exceed-tour-6-allcourt-scarpe-da-tennis-per-tutte-le-superfici-whiteindia-inkneo-mint-m2742a0jf-a11.html?size=41,WAVE EXCEED TOUR 6 ALLCOURT,scarpe da tennis per tutte le superfici,white/india ink/neo mint
7012,Scarpe Sportive,41.0,uomo,PUMA,PWR HYBRID TR UNISEX - Scarpe da allenamento - black/green moon/white,63.95,80.0,https://www.zalando.it/puma-pwr-hybrid-tr-unisex-scarpe-da-allenamento-blackgreen-moonwhite-pu144a0cq-q11.html?size=41,PWR HYBRID TR UNISEX,scarpe da allenamento,black/green moon/white
7013,Scarpe Sportive,41.0,uomo,PUMA,PWR HYBRID TR UNISEX - Scarpe da allenamento - navy/white/feather gray,63.99,79.99,https://www.zalando.it/puma-pwr-hybrid-tr-unisex-scarpe-da-allenamento-navywhitefeather-gray-pu144a0cq-k11.html?size=41,PWR HYBRID TR UNISEX,scarpe da allenamento,navy/white/feather gray
7014,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - red,75.0,75.0,https://www.zalando.it/under-armour-court-performance-lockdown-scarpe-da-basket-red-un244a02y-g11.html?size=41,LOCKDOWN 7,scarpe da basket,red
7015,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,CHARGED ROGUE 5 - Scarpe da corsa su strada - black,85.0,85.0,https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-black-un242a0ov-q12.html?size=41,CHARGED ROGUE 5,scarpe da corsa su strada,black
7016,Scarpe Sportive,41.0,uomo,PUMA,EASY RIDER MIX - Scarpe da camminata - white archive green,69.95,100.0,https://www.zalando.it/puma-easy-rider-unisex-sneakers-basse-white-archive-green-pu115o0tz-a14.html?size=41,EASY RIDER MIX,scarpe da camminata,white archive green
7017,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 8 MATCH MXSG - Scarpe da calcio con tacchetti - black/silver/fluo green,61.99,94.99,https://www.zalando.it/puma-future-8-match-mxsg-scarpe-da-calcio-con-tacchetti-blacksilverfluo-green-pu142a1w7-q11.html?size=41,FUTURE 8 MATCH MXSG,scarpe da calcio con tacchetti,black/silver/fluo green
7018,Scarpe Sportive,41.0,uomo,PUMA,ULTRA 5 PLAY  - Scarpe da calcetto con tacchetti - white/black/glowing red,38.69,54.99,https://www.zalando.it/puma-ultra-5-play-tt-scarpe-da-calcetto-con-tacchetti-whiteblackglowing-red-pu142a1wn-a11.html?size=41,ULTRA 5 PLAY,scarpe da calcetto con tacchetti,white/black/glowing red
7019,Scarpe Sportive,41.0,uomo,MIZUNO,THUNDER BLADE Z - Scarpe da pallavolo - white/bellwether blue/bel air blue,71.99,79.99,https://www.zalando.it/mizuno-thunder-blade-z-scarpe-da-pallavolo-whitebellwether-bluebel-air-blue-m2742a0lh-a11.html?size=41,THUNDER BLADE Z,scarpe da pallavolo,white/bellwether blue/bel air blue
7020,Scarpe Sportive,41.0,uomo,PUMA,REFLECT LITE - Scarpe da trail running - black/cool dark gray/silver,55.95,70.0,https://www.zalando.it/puma-reflect-lite-unisex-scarpe-da-trail-running-blackcool-dark-graysilver-pu144a0bo-q11.html?size=41,REFLECT LITE,scarpe da trail running,black/cool dark gray/silver
7021,Scarpe Sportive,41.0,uomo,PUMA,ALL-PRO NITRO SHOWTIME - Scarpe da basket - yellow sizzle/purple glimmer,109.16,129.95,https://www.zalando.it/puma-all-pro-nitro-showtime-scarpe-da-basket-yellow-sizzlepurple-glimmer-pu142a1qw-f11.html?size=41,ALL pro nitro showtime,Scarpe da basket,yellow sizzle/purple glimmer
7022,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE SKYRISE 6 - Scarpe da corsa su strada - dark blue/white/mint,149.99,149.99,https://www.zalando.it/mizuno-wave-skyrise-6-scarpe-da-corsa-su-strada-dark-bluewhitemint-m2742a0l5-k11.html?size=41,WAVE SKYRISE 6,scarpe da corsa su strada,dark blue/white/mint
7023,Scarpe Sportive,41.0,uomo,PUMA,FUTURE 8 ULTIMATE FOREVER - Scarpe da calcetto con tacchetti - white/ultra blue/feather gray/puma/glowing red,229.95,229.95,https://www.zalando.it/puma-future-8-ultimate-forever-scarpe-da-calcetto-con-tacchetti-whiteultra-bluefeather-graypumaglowing-red-pu142a1w2-a11.html?size=41,FUTURE 8 ULTIMATE FOREVER,scarpe da calcetto con tacchetti,white/ultra blue/feather gray/puma/glowing red
7024,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE PHANTOM 3 UNISEX - Scarpe da pallamano - mint/black/blue,98.99,109.99,https://www.zalando.it/mizuno-wave-phantom-3-unisex-scarpe-da-pallamano-mintblackblue-m2744a00r-m11.html?size=41,WAVE PHANTOM 3 UNISEX,scarpe da pallamano,mint/black/blue
7025,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,COURT 96 - Scarpe da allenamento - white,100.0,100.0,https://www.zalando.it/under-armour-court-scarpe-da-allenamento-white-un242a0mk-a12.html?size=41,COURT 96,scarpe da allenamento,white
7026,Scarpe Sportive,41.0,uomo,PUMA GOLF,IGNITE ELEVATE 25 - Scarpe da golf - deep navy/silver,149.99,149.99,https://www.zalando.it/puma-golf-ignite-elevate-25-scarpe-da-golf-deep-navysilver-pu542a03y-k11.html?size=41,IGNITE ELEVATE 25,scarpe da golf,deep navy/silver
7027,Scarpe Sportive,41.0,uomo,PUMA,ULTRA 5 MATCH FG/AG - Scarpe da calcetto con tacchetti - black/white,50.99,84.99,https://www.zalando.it/puma-ultra-5-match-fgag-scarpe-da-calcetto-con-tacchetti-blackwhite-pu142a1sx-q11.html?size=41,ULTRA 5 MATCH FG/AG,scarpe da calcetto con tacchetti,black/white
7028,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,FLOW FUTR X ELITE UAA - Scarpe da basket - black,150.0,150.0,https://www.zalando.it/under-armour-sneakers-basse-black-un244a03k-q11.html?size=41,FLOW FUTR X ELITE UAA,scarpe da basket,black
7029,Scarpe Sportive,41.0,uomo,PUMA,KING ULTIMATE FOREVER - Scarpe da calcetto con tacchetti - feather gray/electric lime/white/flat light gray,219.95,219.95,https://www.zalando.it/puma-king-ultimate-forever-scarpe-da-calcetto-con-tacchetti-feather-grayelectric-limewhiteflat-light-gray-pu142a1wp-a11.html?size=41,KING ULTIMATE FOREVER,scarpe da calcetto con tacchetti,feather gray/electric lime/white/flat light gray
7030,Scarpe Sportive,41.0,uomo,DIADORA,PICHICHI  - Scarpe da calcetto con tacchetti - black/neon yellow,45.0,45.0,https://www.zalando.it/diadora-pichichi-scarpe-da-calcetto-con-tacchetti-blackneon-yellow-d2942a067-q12.html?size=41,PICHICHI,scarpe da calcetto con tacchetti,black/neon yellow
7031,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - black/ares red,99.99,99.99,https://www.zalando.it/under-armour-infinite-scarpe-running-neutre-blackares-red-un242a0mg-q12.html?size=41,INFINITE,scarpe da corsa su strada,black/ares red
7032,Scarpe Sportive,41.0,uomo,JOMA,AGUILA - Scarpe da calcetto con tacchetti - navy,31.69,41.99,https://www.zalando.it/joma-aguila-scarpe-da-calcetto-con-tacchetti-navy-j3342a0kv-k12.html?size=41,AGUILA,scarpe da calcetto con tacchetti,navy
7033,Scarpe Sportive,41.0,uomo,JOMA,MAXIMA - Scarpe da calcetto con tacchetti - white turquoise,39.99,39.99,https://www.zalando.it/joma-maxima-scarpe-da-allenamento-white-turquoise-j3342a0kr-a12.html?size=41,MAXIMA,scarpe da calcetto con tacchetti,white turquoise
7034,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE EXCEED TOUR 6  - Scarpe da padel - salute/hibiscus/enamel blue,119.99,149.99,https://www.zalando.it/mizuno-wave-exceed-tour-6-scarpe-da-padel-salutehibiscusenamel-blue-m2742a0ji-q11.html?size=41,WAVE EXCEED TOUR 6,scarpe da padel,salute/hibiscus/enamel blue
7035,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,INFINITE PRO UNISEX - Scarpe da trail running - ares red/black,139.99,139.99,https://www.zalando.it/under-armour-infinite-pro-scarpe-da-trail-running-ares-redblack-un242a0mq-g11.html?size=41,INFINITE PRO UNISEX,scarpe da trail running,ares red/black
7036,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,VELOCITI 4 - Scarpe da corsa su strada - halo gray,130.0,130.0,https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-halo-gray-un242a0o5-c12.html?size=41,VELOCITI 4,scarpe da corsa su strada,halo gray
7037,Scarpe Sportive,41.0,uomo,UNDER ARMOUR,REIGN LIFTER UNISEX - Scarpe da allenamento - downpour gray/midnight navy/hyper green,139.99,199.99,https://www.zalando.it/under-armour-reign-lifter-unisex-scarpe-da-allenamento-downpour-graymidnight-navyhyper-green-un244a02f-c11.html?size=41,REIGN LIFTER UNISEX,scarpe da allenamento,downpour gray/midnight navy/hyper green
7038,Scarpe Sportive,41.0,uomo,MIZUNO,WAVE RIDER TT 2 - Scarpe da trail running - vintage indigo/ether/neo mint,159.99,159.99,https://www.zalando.it/mizuno-wave-rider-tt-2-scarpe-da-trail-running-vintage-indigoetherneo-mint-m2742a0jc-k12.html?size=41,WAVE RIDER TT 2,scarpe da trail running,vintage indigo/ether/neo mint
